generation,coin_parity,actual_mobility,potential_mobility,corners_captured,future_corners_captured,static_weights
4,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
5,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
5,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
5,0.18939124335978183,0.1009041820194447,0.385673679801256,0.07782535536916953,0.12242199569360981,0.12378354375673803
5,0.04847967012284905,0.24288753297370277,0.2539139150024292,0.11044287148395375,0.04229020825314412,0.3019858021639211
5,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
5,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
6,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
6,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
6,0.15363815163093447,0.08185559027060563,0.3128665837247931,0.09709522191370115,0.09931129234737657,0.2552331601125891
6,0.05935144214786984,0.2973560943215503,0.310855189373557,0.13521015470843892,0.05177396715360207,0.14545315229498187
6,0.15861691668192093,0.21193672843068342,0.32300527125868356,0.10024166888894824,0.10252955282668227,0.10366986191308168
6,0.056770286111381345,0.11341204957335355,0.29733629716995574,0.12932995206482453,0.04952235062980252,0.3536290644506823
7,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
7,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
7,0.056770286111381345,0.11341204957335355,0.29733629716995574,0.12932995206482453,0.04952235062980252,0.3536290644506823
7,0.056770286111381345,0.11341204957335355,0.29733629716995574,0.12932995206482453,0.04952235062980252,0.3536290644506823
7,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
7,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
8,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
8,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
8,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
8,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
8,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
8,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
9,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
9,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
9,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
9,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
9,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
9,0.1817810054257187,0.09684958678004804,0.370176297683026,0.11488075633651462,0.11750275814564479,0.11880959562904791
